pedido_id,data_pedido,estado_cliente,categoria_produto,valor_pedido,prazo_prometido_dias,tempo_entrega_real_dias,atrasado,nota_avaliacao
421,2026-01-18,CE,Brinquedos,557.29,15,14,False,5
422,2026-02-20,BA,Eletrônicos,514.14,15,15,False,5
423,2026-05-07,RS,Brinquedos,715.13,12,11,False,5
424,2026-06-24,MG,Livros,473.0,10,8,False,5
425,2026-06-11,SP,Casa e Decoração,235.5,10,10,False,4
426,2026-05-07,MG,Eletrônicos,709.74,10,8,False,5
427,2026-04-14,PE,Beleza e Cuidados Pessoais,388.41,16,15,False,5
428,2026-03-20,SP,Brinquedos,413.27,9,8,False,5
429,2026-03-27,MG,Móveis,843.93,10,8,False,4
430,2026-02-17,PR,Brinquedos,78.42,11,11,False,4
431,2026-02-17,RJ,Esporte e Lazer,754.98,11,11,False,5
432,2026-04-11,SP,Esporte e Lazer,175.58,10,8,False,5
433,2026-05-15,SP,Roupas e Acessórios,328.6,8,6,False,5
434,2026-01-26,CE,Eletrodomésticos,106.1,17,22,True,2
435,2026-06-09,SP,Casa e Decoração,799.94,10,8,False,5
436,2026-06-23,SP,Brinquedos,595.24,9,9,False,4
437,2026-05-23,RJ,Casa e Decoração,808.32,10,8,False,5
438,2026-05-04,SP,Casa e Decoração,184.73,8,6,False,5
439,2026-05-31,RS,Casa e Decoração,373.09,13,11,False,4
440,2026-01-22,SC,Livros,175.31,12,11,False,4
441,2026-05-28,RJ,Eletrônicos,94.63,10,10,False,5
442,2026-03-20,PR,Roupas e Acessórios,823.38,12,10,False,4
443,2026-06-27,SP,Casa e Decoração,132.28,10,8,False,4
444,2026-03-08,RJ,Esporte e Lazer,546.3,10,9,False,5
445,2026-05-09,BA,Roupas e Acessórios,577.39,15,15,False,4
446,2026-06-21,RJ,Móveis,552.31,9,8,False,4
447,2026-03-08,RJ,Eletrônicos,334.64,9,7,False,4
448,2026-03-04,DF,Eletrodomésticos,793.68,12,11,False,5
449,2026-02-12,RS,Móveis,447.35,14,12,False,5
450,2026-03-28,SP,Roupas e Acessórios,770.72,9,7,False,5
451,2026-02-04,SP,Móveis,582.59,10,11,True,5
452,2026-05-28,RJ,Beleza e Cuidados Pessoais,166.68,10,8,False,5
453,2026-06-21,BA,Beleza e Cuidados Pessoais,567.32,14,14,False,5
454,2026-03-15,SP,Livros,454.8,9,9,False,5
455,2026-06-05,SP,Beleza e Cuidados Pessoais,334.57,9,7,False,5
456,2026-06-29,MG,Móveis,404.73,11,11,False,5
457,2026-05-09,SP,Brinquedos,133.99,9,9,False,4
458,2026-02-27,SP,Esporte e Lazer,213.23,10,10,False,5
459,2026-05-28,MG,Eletrônicos,813.39,10,8,False,4
460,2026-03-12,PR,Papelaria,754.84,11,9,False,5
461,2026-01-15,SC,Eletrodomésticos,392.22,12,12,False,5
462,2026-06-24,DF,Papelaria,656.44,13,13,False,4
463,2026-01-20,PR,Eletrodomésticos,206.94,10,8,False,5
464,2026-06-29,BA,Casa e Decoração,95.5,15,13,False,5
465,2026-02-22,RJ,Eletrodomésticos,330.43,9,9,False,4
466,2026-01-27,SP,Roupas e Acessórios,127.23,9,9,False,5
467,2026-01-28,BA,Esporte e Lazer,428.38,15,15,False,5
468,2026-02-02,BA,Eletrodomésticos,799.7,14,14,False,5
469,2026-02-19,PR,Eletrodomésticos,396.53,11,10,False,5
470,2026-02-05,SP,Beleza e Cuidados Pessoais,677.76,9,9,False,4
471,2026-04-29,SC,Beleza e Cuidados Pessoais,495.47,13,13,False,5
472,2026-04-29,RJ,Beleza e Cuidados Pessoais,520.93,9,8,False,4
473,2026-02-02,PE,Brinquedos,658.16,15,13,False,5
474,2026-05-26,PR,Eletrônicos,423.0,12,16,True,3
475,2026-05-01,MG,Móveis,760.81,11,11,False,5
476,2026-01-02,RJ,Beleza e Cuidados Pessoais,206.11,10,10,False,5
477,2026-01-01,SP,Eletrônicos,492.73,9,9,False,4
478,2026-05-28,GO,Casa e Decoração,828.39,12,11,False,4
479,2026-01-25,SP,Eletrodomésticos,352.2,8,8,False,5
480,2026-01-01,SP,Eletrônicos,682.41,9,7,False,5
481,2026-05-18,SP,Eletrônicos,644.72,9,8,False,4
482,2026-01-07,SP,Eletrodomésticos,585.74,10,10,False,5
483,2026-01-29,MG,Móveis,754.49,10,10,False,4
484,2026-01-26,SP,Casa e Decoração,314.56,9,9,False,5
485,2026-02-19,SP,Móveis,836.9,8,6,False,4
486,2026-06-06,MG,Beleza e Cuidados Pessoais,621.92,11,11,False,5
487,2026-01-08,RS,Roupas e Acessórios,400.6,14,14,False,5
488,2026-06-30,SP,Casa e Decoração,401.52,10,17,True,1
489,2026-06-17,RS,Brinquedos,376.99,14,13,False,4
490,2026-01-06,SP,Eletrodomésticos,237.22,10,9,False,4
491,2026-03-29,SC,Eletrodomésticos,316.25,12,18,True,1
492,2026-01-17,MG,Brinquedos,783.42,10,8,False,4
493,2026-05-13,RS,Móveis,392.27,13,14,True,5
494,2026-01-31,CE,Roupas e Acessórios,651.27,16,16,False,5
495,2026-03-05,SP,Eletrônicos,562.85,8,6,False,5
496,2026-06-01,SP,Móveis,476.22,9,8,False,4
497,2026-01-19,RJ,Roupas e Acessórios,265.13,10,8,False,5
498,2026-04-26,SP,Móveis,631.29,9,7,False,5
499,2026-01-25,BA,Brinquedos,130.79,14,14,False,5
500,2026-02-23,SC,Esporte e Lazer,117.04,12,16,True,2
501,2026-06-18,RS,Casa e Decoração,718.68,13,16,True,3
502,2026-01-15,RJ,Móveis,794.24,10,10,False,4
503,2026-04-01,RJ,Roupas e Acessórios,578.86,9,8,False,4
504,2026-03-05,DF,Roupas e Acessórios,221.31,12,12,False,4
505,2026-04-09,BA,Beleza e Cuidados Pessoais,718.32,14,14,False,4
506,2026-03-02,SP,Brinquedos,370.78,9,8,False,5
507,2026-05-05,RJ,Roupas e Acessórios,335.72,11,11,False,4
508,2026-05-01,SP,Esporte e Lazer,218.77,9,13,True,3
509,2026-06-06,DF,Livros,455.94,12,10,False,4
510,2026-03-22,SP,Móveis,694.42,9,8,False,4
511,2026-06-11,SP,Beleza e Cuidados Pessoais,432.67,9,9,False,5
512,2026-02-16,MG,Eletrodomésticos,233.44,11,9,False,5
513,2026-05-08,RS,Roupas e Acessórios,735.14,13,19,True,2
514,2026-04-05,RS,Roupas e Acessórios,110.98,13,21,True,1
515,2026-02-25,BA,Casa e Decoração,297.79,14,18,True,2
516,2026-02-21,GO,Livros,232.65,12,18,True,2
517,2026-05-03,RJ,Brinquedos,294.46,10,10,False,4
518,2026-04-27,SP,Esporte e Lazer,346.03,8,7,False,4
519,2026-02-11,SP,Eletrônicos,617.95,8,6,False,5
520,2026-02-05,SP,Eletrodomésticos,153.89,8,8,False,5
521,2026-03-24,DF,Eletrônicos,374.19,12,12,False,5
522,2026-05-26,RS,Roupas e Acessórios,781.39,14,12,False,4
523,2026-01-27,PE,Casa e Decoração,471.15,15,15,False,5
524,2026-03-18,SC,Eletrodomésticos,689.86,12,11,False,5
525,2026-05-14,PE,Beleza e Cuidados Pessoais,602.14,15,14,False,4
526,2026-03-07,RS,Livros,90.95,13,11,False,5
527,2026-06-24,RJ,Esporte e Lazer,657.43,10,18,True,1
528,2026-06-15,DF,Brinquedos,826.63,14,14,False,5
529,2026-05-19,RJ,Roupas e Acessórios,442.94,11,9,False,5
530,2026-04-04,SP,Beleza e Cuidados Pessoais,371.94,9,9,False,4
531,2026-04-18,RS,Brinquedos,655.53,13,11,False,4
532,2026-03-22,SP,Brinquedos,551.63,9,9,False,4
533,2026-03-16,BA,Beleza e Cuidados Pessoais,567.22,14,14,False,5
534,2026-02-11,BA,Papelaria,524.39,14,12,False,4
535,2026-04-16,PR,Casa e Decoração,184.74,10,10,False,4
536,2026-02-14,SP,Beleza e Cuidados Pessoais,314.96,8,8,False,5
537,2026-05-14,SP,Casa e Decoração,257.51,9,8,False,5
538,2026-03-09,SP,Papelaria,320.07,8,8,False,5
539,2026-05-06,SP,Papelaria,385.37,10,10,False,5
540,2026-03-17,PR,Beleza e Cuidados Pessoais,516.9,11,19,True,1
541,2026-02-18,SC,Brinquedos,424.87,13,13,False,5
542,2026-04-22,SP,Beleza e Cuidados Pessoais,448.55,10,8,False,5
543,2026-05-14,MG,Eletrônicos,622.89,9,9,False,4
544,2026-04-27,MG,Roupas e Acessórios,94.93,10,8,False,5
545,2026-04-29,SC,Casa e Decoração,116.76,12,11,False,4
546,2026-01-13,SP,Beleza e Cuidados Pessoais,141.27,8,8,False,4
547,2026-05-10,PR,Esporte e Lazer,101.39,12,11,False,4
548,2026-04-10,RJ,Móveis,800.14,9,9,False,5
549,2026-04-18,SC,Esporte e Lazer,129.48,12,10,False,5
550,2026-04-27,SP,Casa e Decoração,543.57,8,6,False,4
551,2026-03-18,RS,Esporte e Lazer,621.28,13,20,True,1
552,2026-01-14,SP,Roupas e Acessórios,715.64,9,8,False,4
553,2026-02-13,SP,Livros,413.76,10,9,False,5
554,2026-05-22,SP,Casa e Decoração,814.9,10,8,False,5
555,2026-06-04,SC,Brinquedos,440.29,12,12,False,5
556,2026-05-12,SP,Beleza e Cuidados Pessoais,303.6,8,6,False,5
557,2026-02-14,PR,Esporte e Lazer,507.79,12,12,False,5
558,2026-01-03,SC,Casa e Decoração,754.33,12,11,False,4
559,2026-04-04,SP,Papelaria,589.01,9,9,False,4
560,2026-06-12,PR,Papelaria,631.09,12,10,False,5
561,2026-02-08,SC,Casa e Decoração,478.99,12,11,False,4
562,2026-03-28,RS,Eletrônicos,800.29,13,12,False,5
563,2026-06-23,MG,Eletrônicos,416.74,11,10,False,5
564,2026-02-24,PR,Esporte e Lazer,771.95,11,17,True,2
565,2026-01-07,SP,Móveis,368.48,9,9,False,4
566,2026-05-03,PE,Casa e Decoração,635.66,16,14,False,5
567,2026-03-21,PR,Esporte e Lazer,380.21,12,14,True,4
568,2026-06-20,SP,Beleza e Cuidados Pessoais,781.03,9,7,False,4
569,2026-01-09,RJ,Papelaria,279.25,10,9,False,5
570,2026-05-12,SC,Esporte e Lazer,755.9,11,9,False,5
571,2026-04-21,SP,Móveis,827.86,10,9,False,5
572,2026-05-06,MG,Eletrodomésticos,496.68,9,7,False,5
573,2026-02-12,SP,Eletrodomésticos,211.95,10,8,False,5
574,2026-01-06,DF,Beleza e Cuidados Pessoais,397.8,13,11,False,4
575,2026-01-08,RJ,Papelaria,421.97,10,10,False,4
576,2026-01-24,SC,Esporte e Lazer,231.83,13,17,True,3
577,2026-02-14,SP,Roupas e Acessórios,417.19,10,8,False,4
578,2026-06-02,PR,Casa e Decoração,401.31,12,10,False,4
579,2026-01-23,BA,Eletrodomésticos,219.24,15,23,True,1
580,2026-05-20,SP,Beleza e Cuidados Pessoais,294.58,10,9,False,4
581,2026-06-12,SP,Móveis,431.17,8,8,False,4
582,2026-04-23,PR,Papelaria,454.74,11,10,False,4
583,2026-05-09,SP,Móveis,387.26,9,9,False,4
584,2026-04-01,PR,Livros,676.47,12,10,False,4
585,2026-05-03,RJ,Livros,636.72,11,11,False,5
586,2026-06-25,SP,Esporte e Lazer,318.75,9,8,False,5
587,2026-02-10,MG,Livros,66.53,11,11,False,5
588,2026-03-24,SC,Brinquedos,793.16,12,12,False,4
589,2026-06-13,GO,Móveis,58.49,12,10,False,5
590,2026-04-10,SP,Eletrodomésticos,600.42,8,7,False,4
591,2026-01-06,SP,Beleza e Cuidados Pessoais,396.48,8,8,False,4
592,2026-02-01,PR,Móveis,719.21,12,12,False,4
593,2026-01-11,PR,Livros,831.32,11,9,False,5
594,2026-01-10,SP,Roupas e Acessórios,175.43,8,11,True,3
595,2026-02-16,SP,Esporte e Lazer,306.86,9,8,False,4
596,2026-04-15,SP,Beleza e Cuidados Pessoais,763.72,9,12,True,3
597,2026-03-31,RS,Eletrônicos,756.95,13,13,False,5
598,2026-01-04,RJ,Eletrônicos,83.73,10,9,False,4
599,2026-05-24,MG,Brinquedos,787.85,10,8,False,5
600,2026-06-29,MG,Eletrônicos,631.35,11,9,False,5
601,2026-04-15,SP,Brinquedos,198.64,10,8,False,5
602,2026-02-24,SC,Papelaria,495.68,13,11,False,4
603,2026-06-06,SP,Papelaria,441.09,10,9,False,5
604,2026-01-12,SP,Móveis,48.52,9,7,False,5
605,2026-05-31,SC,Móveis,629.73,12,10,False,5
606,2026-03-07,SP,Brinquedos,285.94,9,17,True,1
607,2026-01-17,RS,Casa e Decoração,602.59,14,21,True,1
608,2026-06-15,PR,Brinquedos,140.48,12,10,False,5
609,2026-02-07,SC,Casa e Decoração,328.06,11,9,False,5
610,2026-04-07,BA,Casa e Decoração,110.84,15,23,True,1
611,2026-01-09,SP,Papelaria,535.05,9,7,False,5
612,2026-02-04,RS,Móveis,793.58,13,12,False,4
613,2026-05-02,BA,Beleza e Cuidados Pessoais,288.06,14,14,False,5
614,2026-01-17,RS,Eletrodomésticos,693.51,13,13,False,5
615,2026-06-24,SP,Livros,174.2,8,6,False,5
616,2026-06-25,SP,Esporte e Lazer,796.25,9,9,False,5
617,2026-05-25,RJ,Eletrodomésticos,340.98,10,9,False,5
618,2026-01-29,CE,Roupas e Acessórios,485.72,16,22,True,1
619,2026-03-22,SC,Esporte e Lazer,342.43,12,17,True,2
620,2026-06-25,RS,Brinquedos,185.78,14,12,False,5
621,2026-02-18,MG,Casa e Decoração,52.92,10,8,False,5
622,2026-05-22,SP,Eletrodomésticos,790.97,9,9,False,5
623,2026-02-19,RS,Eletrônicos,502.62,13,13,False,5
624,2026-01-03,MG,Esporte e Lazer,189.29,11,11,False,4
625,2026-02-27,SP,Móveis,354.24,9,7,False,5
626,2026-06-28,SP,Papelaria,459.09,10,10,False,5
627,2026-04-20,RJ,Eletrônicos,174.71,11,10,False,5
628,2026-04-04,MG,Esporte e Lazer,165.24,11,9,False,4
629,2026-05-31,SC,Móveis,417.98,12,10,False,4
630,2026-01-04,PR,Beleza e Cuidados Pessoais,239.39,11,11,False,5
631,2026-01-24,BA,Papelaria,716.95,14,14,False,4
632,2026-04-26,CE,Beleza e Cuidados Pessoais,668.05,17,17,False,4
633,2026-01-23,SP,Móveis,597.33,9,7,False,5
634,2026-02-14,SP,Esporte e Lazer,81.56,10,8,False,4
635,2026-02-01,CE,Roupas e Acessórios,127.48,17,16,False,4
636,2026-02-18,MG,Roupas e Acessórios,771.59,10,9,False,4
637,2026-01-01,PR,Livros,314.65,11,9,False,5
638,2026-03-10,RS,Esporte e Lazer,113.29,12,10,False,4
639,2026-01-15,MG,Casa e Decoração,124.85,11,19,True,1
640,2026-05-07,MG,Brinquedos,397.05,10,9,False,4
641,2026-06-18,RS,Roupas e Acessórios,105.3,13,13,False,5
642,2026-03-24,SP,Beleza e Cuidados Pessoais,372.35,9,8,False,5
643,2026-03-12,SP,Brinquedos,391.69,9,11,True,4
644,2026-03-02,RS,Roupas e Acessórios,585.56,13,13,False,4
645,2026-01-01,SP,Esporte e Lazer,677.78,8,6,False,5
646,2026-05-31,RJ,Papelaria,345.83,10,10,False,4
647,2026-05-11,MG,Beleza e Cuidados Pessoais,579.65,10,10,False,4
648,2026-02-17,SP,Casa e Decoração,428.46,9,7,False,4
649,2026-06-30,GO,Eletrodomésticos,703.94,13,12,False,5
650,2026-05-04,SP,Beleza e Cuidados Pessoais,652.54,9,7,False,4
651,2026-06-17,SP,Beleza e Cuidados Pessoais,603.27,10,8,False,5
652,2026-03-11,MG,Esporte e Lazer,229.59,10,15,True,2
653,2026-03-28,RJ,Roupas e Acessórios,150.57,10,9,False,4
654,2026-03-28,BA,Brinquedos,192.61,14,17,True,4
655,2026-02-10,RJ,Eletrônicos,88.39,11,10,False,4
656,2026-04-19,SP,Esporte e Lazer,524.2,9,8,False,4
657,2026-03-07,CE,Livros,303.46,16,16,False,4
658,2026-02-02,RS,Papelaria,206.15,13,17,True,2
659,2026-03-03,SP,Papelaria,563.74,10,10,False,4
660,2026-06-04,SP,Brinquedos,57.39,8,7,False,5
661,2026-02-28,SP,Livros,555.11,8,8,False,4
662,2026-05-14,SC,Casa e Decoração,579.03,12,11,False,4
663,2026-04-29,SP,Papelaria,688.72,8,7,False,4
664,2026-01-27,CE,Brinquedos,46.72,17,16,False,4
665,2026-01-24,DF,Roupas e Acessórios,325.02,12,10,False,5
666,2026-04-05,CE,Roupas e Acessórios,213.66,15,15,False,5
667,2026-04-10,RJ,Esporte e Lazer,813.95,10,9,False,4
668,2026-04-05,BA,Esporte e Lazer,136.72,15,14,False,4
669,2026-02-11,RJ,Esporte e Lazer,404.3,9,13,True,3
670,2026-04-14,SP,Roupas e Acessórios,348.2,10,9,False,4
671,2026-03-24,RS,Eletrônicos,185.47,13,13,False,4
672,2026-02-17,SP,Eletrodomésticos,278.78,8,8,False,5
673,2026-05-17,SP,Brinquedos,484.68,9,8,False,4
674,2026-06-07,SC,Papelaria,651.26,13,11,False,5
675,2026-04-04,RJ,Eletrodomésticos,547.86,11,9,False,5
676,2026-06-01,GO,Eletrodomésticos,464.17,13,13,False,5
677,2026-01-05,MG,Beleza e Cuidados Pessoais,191.89,10,8,False,4
678,2026-03-22,DF,Esporte e Lazer,103.08,13,19,True,1
679,2026-06-09,PR,Eletrônicos,115.34,11,10,False,5
680,2026-02-22,CE,Brinquedos,634.39,16,14,False,5
681,2026-02-28,SP,Eletrodomésticos,348.24,9,9,False,4
682,2026-04-27,BA,Beleza e Cuidados Pessoais,363.85,14,12,False,4
683,2026-02-27,SP,Brinquedos,547.47,10,8,False,4
684,2026-04-02,RJ,Roupas e Acessórios,660.32,9,7,False,5
685,2026-04-19,GO,Brinquedos,504.72,14,14,False,4
686,2026-01-25,SP,Esporte e Lazer,299.15,9,8,False,5
687,2026-01-01,DF,Casa e Decoração,767.34,12,10,False,5
688,2026-06-29,SC,Casa e Decoração,396.53,13,20,True,1
689,2026-06-22,PR,Livros,766.98,11,18,True,1
690,2026-03-23,SP,Livros,174.81,9,9,False,5
691,2026-05-31,MG,Brinquedos,205.39,10,10,False,4
692,2026-01-10,DF,Papelaria,801.3,12,11,False,5
693,2026-02-14,RS,Esporte e Lazer,248.24,12,10,False,4
694,2026-01-26,SP,Papelaria,250.8,10,14,True,2
695,2026-01-23,SP,Roupas e Acessórios,752.07,9,8,False,4
696,2026-04-16,SP,Beleza e Cuidados Pessoais,673.17,10,8,False,4
697,2026-02-27,SP,Eletrônicos,296.54,9,7,False,5
698,2026-01-19,MG,Eletrodomésticos,428.17,11,9,False,5
699,2026-02-15,BA,Livros,507.73,14,18,True,3
700,2026-03-04,CE,Eletrodomésticos,391.88,17,23,True,2
701,2026-01-03,SP,Brinquedos,394.4,9,8,False,5
702,2026-06-12,PR,Beleza e Cuidados Pessoais,400.51,11,11,False,4
703,2026-03-25,MG,Beleza e Cuidados Pessoais,681.48,10,12,True,4
704,2026-03-20,SC,Roupas e Acessórios,672.3,11,11,False,5
705,2026-04-05,PR,Papelaria,418.5,11,10,False,5
706,2026-05-05,PE,Livros,565.23,15,14,False,5
707,2026-04-07,RJ,Eletrodomésticos,256.35,9,10,True,5
708,2026-02-21,SP,Livros,164.69,10,10,False,4
709,2026-03-11,DF,Beleza e Cuidados Pessoais,402.7,12,14,True,3
710,2026-03-19,GO,Brinquedos,452.43,13,15,True,4
711,2026-01-05,SC,Esporte e Lazer,558.84,11,11,False,4
712,2026-01-24,MG,Papelaria,296.77,10,9,False,5
713,2026-01-13,MG,Móveis,125.85,10,9,False,5
714,2026-01-17,MG,Beleza e Cuidados Pessoais,507.42,10,9,False,4
715,2026-01-06,SP,Papelaria,689.95,9,7,False,4
716,2026-05-07,SP,Esporte e Lazer,244.18,8,6,False,4
717,2026-05-12,SP,Papelaria,537.59,10,9,False,5
718,2026-02-22,SP,Eletrodomésticos,611.33,9,7,False,4
719,2026-04-03,SP,Papelaria,576.83,10,10,False,4
720,2026-01-27,SP,Eletrodomésticos,360.62,9,13,True,3
721,2026-06-25,RJ,Esporte e Lazer,366.86,10,8,False,4
722,2026-04-12,SP,Roupas e Acessórios,238.73,10,8,False,5
723,2026-01-20,PR,Roupas e Acessórios,312.61,12,11,False,5
724,2026-06-03,RJ,Roupas e Acessórios,471.72,10,10,False,4
725,2026-05-03,SP,Móveis,309.92,9,7,False,5
726,2026-03-15,SP,Casa e Decoração,399.66,8,7,False,4
727,2026-06-11,RJ,Eletrônicos,125.13,9,8,False,4
728,2026-04-18,MG,Eletrodomésticos,841.51,9,9,False,5
729,2026-02-01,PR,Papelaria,365.87,10,8,False,4
730,2026-05-19,RJ,Esporte e Lazer,579.23,10,8,False,5
731,2026-03-27,MG,Beleza e Cuidados Pessoais,453.01,11,10,False,4
732,2026-01-10,SP,Casa e Decoração,656.51,9,7,False,4
733,2026-03-23,GO,Papelaria,213.32,12,15,True,3
734,2026-06-20,SP,Esporte e Lazer,827.3,10,10,False,4
735,2026-02-14,RJ,Móveis,450.87,10,18,True,1
736,2026-01-23,RJ,Roupas e Acessórios,379.67,10,10,False,4
737,2026-01-15,RS,Eletrodomésticos,315.2,12,19,True,1
738,2026-01-04,SP,Eletrônicos,718.75,10,9,False,5
739,2026-05-30,RJ,Esporte e Lazer,447.25,9,8,False,5
740,2026-05-15,RJ,Brinquedos,526.53,9,8,False,5
741,2026-01-30,PR,Brinquedos,580.34,12,11,False,4
742,2026-03-12,RS,Eletrônicos,128.32,14,14,False,4
743,2026-06-10,PR,Papelaria,780.38,11,11,False,5
744,2026-05-25,SC,Eletrônicos,546.75,12,10,False,5
745,2026-05-03,SP,Eletrodomésticos,750.47,8,6,False,4
746,2026-01-16,PR,Beleza e Cuidados Pessoais,227.26,10,9,False,4
747,2026-06-30,PR,Papelaria,811.16,12,12,False,5
748,2026-03-05,RJ,Livros,668.12,11,10,False,4
749,2026-04-05,SP,Casa e Decoração,721.85,10,12,True,3
750,2026-04-12,BA,Móveis,289.4,14,21,True,1
751,2026-06-29,SP,Móveis,142.2,10,10,False,5
752,2026-02-09,SC,Beleza e Cuidados Pessoais,661.98,13,18,True,2
753,2026-04-23,RS,Esporte e Lazer,595.21,14,17,True,3
754,2026-06-25,SP,Papelaria,736.93,9,7,False,4
755,2026-02-08,SP,Eletrônicos,124.02,9,8,False,5
756,2026-03-14,GO,Brinquedos,753.29,13,12,False,4
757,2026-02-11,SP,Eletrônicos,87.42,8,8,False,4
758,2026-04-15,RS,Móveis,324.18,12,12,False,5
759,2026-04-27,MG,Roupas e Acessórios,640.05,11,18,True,1
760,2026-02-24,RJ,Brinquedos,546.12,9,7,False,5
761,2026-01-23,GO,Brinquedos,128.01,12,11,False,4
762,2026-05-09,PR,Roupas e Acessórios,720.75,11,11,False,4
763,2026-03-29,RJ,Móveis,292.71,10,10,False,5
764,2026-05-12,SP,Esporte e Lazer,156.84,9,7,False,5
765,2026-03-07,RS,Eletrônicos,445.07,13,13,False,4
766,2026-02-24,RJ,Eletrônicos,119.66,10,10,False,5
767,2026-06-13,CE,Beleza e Cuidados Pessoais,761.67,16,22,True,1
768,2026-04-27,RS,Esporte e Lazer,405.02,13,12,False,5
769,2026-04-16,RS,Papelaria,355.34,13,20,True,1
770,2026-05-07,PR,Eletrônicos,90.33,12,12,False,5
771,2026-03-18,SC,Beleza e Cuidados Pessoais,106.8,12,11,False,5
772,2026-01-17,SP,Beleza e Cuidados Pessoais,98.88,9,7,False,5
773,2026-05-22,SP,Livros,738.29,8,16,True,1
774,2026-04-14,RS,Casa e Decoração,701.61,13,12,False,4
775,2026-04-27,PE,Esporte e Lazer,97.44,16,23,True,1
776,2026-03-19,CE,Casa e Decoração,543.66,16,16,False,4
777,2026-03-23,SP,Brinquedos,232.0,9,7,False,5
778,2026-06-30,SP,Beleza e Cuidados Pessoais,838.45,9,8,False,5
779,2026-04-07,SP,Eletrônicos,664.74,9,7,False,4
780,2026-03-22,RJ,Livros,665.81,10,10,False,4
781,2026-02-25,SP,Eletrônicos,401.8,9,7,False,5
782,2026-06-09,RS,Beleza e Cuidados Pessoais,295.15,13,13,False,4
783,2026-03-29,SP,Casa e Decoração,274.75,9,7,False,4
784,2026-04-06,PR,Roupas e Acessórios,411.28,12,10,False,5
785,2026-03-14,PR,Eletrodomésticos,303.43,11,9,False,4
786,2026-02-20,SC,Casa e Decoração,457.87,13,18,True,2
787,2026-03-11,SP,Esporte e Lazer,114.8,8,8,False,4
788,2026-04-25,RJ,Esporte e Lazer,546.53,10,8,False,4
789,2026-03-09,MG,Brinquedos,124.4,10,10,False,5
790,2026-03-05,DF,Eletrônicos,327.19,12,12,False,5
791,2026-05-08,RJ,Eletrônicos,81.33,9,8,False,4
792,2026-03-29,SP,Casa e Decoração,684.79,9,7,False,4
793,2026-01-25,MG,Roupas e Acessórios,314.17,11,15,True,3
794,2026-01-21,GO,Esporte e Lazer,440.59,13,19,True,1
795,2026-05-06,SP,Eletrodomésticos,648.23,9,7,False,5
796,2026-06-03,PR,Esporte e Lazer,107.93,12,18,True,1
797,2026-01-27,PR,Eletrônicos,287.43,11,10,False,5
798,2026-05-20,BA,Beleza e Cuidados Pessoais,387.18,14,20,True,2
799,2026-01-17,PE,Móveis,788.72,15,15,False,4
800,2026-04-23,PE,Casa e Decoração,263.04,15,20,True,2
801,2026-04-29,CE,Beleza e Cuidados Pessoais,377.72,16,21,True,2
802,2026-01-01,RJ,Eletrônicos,634.03,10,9,False,5
803,2026-01-11,RJ,Roupas e Acessórios,750.34,10,10,False,5
804,2026-05-09,DF,Livros,566.22,12,14,True,4
805,2026-05-26,SP,Eletrodomésticos,309.44,9,7,False,4
806,2026-03-22,SP,Eletrônicos,752.43,9,17,True,1
807,2026-06-28,DF,Beleza e Cuidados Pessoais,593.47,13,11,False,4
808,2026-04-29,SC,Roupas e Acessórios,140.24,11,11,False,5
809,2026-02-23,RJ,Móveis,510.86,10,8,False,5
810,2026-02-07,GO,Eletrônicos,88.15,13,12,False,4
811,2026-03-26,RJ,Livros,388.61,9,7,False,4
812,2026-04-06,SP,Papelaria,406.37,8,10,True,4
813,2026-06-01,SP,Eletrônicos,275.16,8,9,True,5
814,2026-04-30,RS,Eletrônicos,607.04,14,12,False,4
815,2026-05-01,RJ,Móveis,838.09,9,8,False,4
816,2026-04-28,GO,Eletrônicos,426.16,12,10,False,5
817,2026-06-07,SP,Papelaria,143.0,8,6,False,5
818,2026-02-28,RJ,Beleza e Cuidados Pessoais,631.07,10,9,False,5
819,2026-05-13,SP,Móveis,186.03,9,9,False,5
820,2026-05-09,SP,Eletrônicos,542.8,9,9,False,4
821,2026-05-12,SP,Papelaria,398.1,9,7,False,4
822,2026-06-05,SP,Beleza e Cuidados Pessoais,656.52,9,7,False,4
823,2026-04-14,BA,Livros,246.77,14,14,False,5
824,2026-05-15,SP,Beleza e Cuidados Pessoais,848.83,9,9,False,5
825,2026-04-28,MG,Papelaria,258.47,10,9,False,5
826,2026-06-22,PR,Livros,487.77,11,11,False,5
827,2026-03-25,MG,Casa e Decoração,606.98,11,9,False,5
828,2026-05-25,RS,Móveis,107.9,13,18,True,2
829,2026-06-11,MG,Livros,82.01,10,8,False,5
830,2026-03-20,SP,Móveis,205.09,9,7,False,4
831,2026-06-04,RS,Esporte e Lazer,113.32,13,13,False,5
832,2026-04-08,SP,Roupas e Acessórios,551.7,9,8,False,4
833,2026-06-18,MG,Casa e Decoração,341.07,10,10,False,4
834,2026-05-12,RJ,Eletrodomésticos,713.84,11,9,False,4
835,2026-01-05,RS,Roupas e Acessórios,281.96,12,15,True,3
836,2026-06-26,PE,Eletrodomésticos,282.66,16,15,False,5
837,2026-02-14,SP,Roupas e Acessórios,489.45,9,8,False,4
838,2026-04-14,RJ,Móveis,661.04,10,9,False,5
839,2026-05-18,MG,Papelaria,304.23,11,9,False,4
840,2026-04-15,SP,Móveis,300.44,8,7,False,5
